id,area_sqft,lot_size_sqft,bedrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price,total_rooms,yard_size_sqft,space_per_room,area_FB Area,area_NayaNazimabad,area_NorthNazimabad,area_PECHS
24586,1343,4101,1,2,0,33,0.28,8.75,5.62,217292.0,2,2758,447.6666666666667,1,0,0,0
24587,1742,4324,4,2,1,8,12.18,6.952173913043478,5.79,349906.0,7,2582,217.75,1,0,0,0
24588,1869,4722,3,1,0,6,12.97,9.8,5.7,304489.0,5,2853,311.5,1,0,0,0
24589,1327,3543,2,2,2,32,0.2,6.952173913043478,7.45,339939.0,3,2216,331.75,0,0,1,0
24590,1625,2321,3,2,1,7,22.94,5.38,5.25,417533.0,5,696,270.8333333333333,0,0,1,0
24591,1701,5461,2,1,0,24,4.84,5.47,6.81,309447.0,4,3760,340.2,1,0,0,0
24592,1834,4754,3,2,1,80,1.14,8.09,4.98,365841.0,5,2920,305.6666666666667,0,0,0,1
24593,742,1585,3,3,2,3,2.76,6.78,6.37,191178.0,5,843,123.66666666666667,1,0,0,0
24594,1719,3393,2,3,0,12,4.9,9.03,5.54,423178.0,3,1674,429.75,0,0,0,0
24595,1574,5187,3,2,1,20,4.73,5.96,5.5,330883.0,5,3613,262.3333333333333,1,0,0,0
24596,1787,3928,3,3,1,28,18.03,6.79,6.65,297291.0,5,2141,297.8333333333333,0,0,0,1
24597,2421,5949,4,2,2,13,6.24,6.05,7.59,616865.0,8,3528,269.0,0,0,0,1
24598,3031,4364,5,3,0,26,5.99,6.97,5.95,550056.0,9,1333,303.1,0,0,0,1
24599,2207,2873,4,1,1,8,5.56,6.39,1.0,461051.0,7,666,275.875,0,0,0,1
24600,1059,2105,3,3,1,16,2.0,7.33,6.09,293697.0,5,1046,176.5,0,0,0,1
24601,1593,3095,3,3,1,1,13.93,7.44,5.14,329301.0,5,1502,265.5,1,0,0,0
24602,2158,2866,3,3,2,24,7.72,6.952173913043478,5.14,432617.0,6,708,308.2857142857143,1,0,0,0
24603,2090,3638,3,2,2,71,1.18,8.76,1.0,420031.0,5,1548,348.3333333333333,0,0,0,1
24604,2392,3191,4,2,2,29,9.16,5.44,8.07,439598.0,6,799,341.7142857142857,0,0,0,1
24605,1742,4014,3,3,1,3,12.19,8.26,4.98,535655.0,5,2272,290.3333333333333,0,0,1,0
24606,1582,4462,3,3,1,4,13.17,4.33,4.98,414475.0,5,2880,263.6666666666667,0,0,1,0
24607,2851,6545,5,2,1,1,24.36,6.34,4.98,555842.0,9,3694,285.1,0,0,0,1
24608,1835,4966,2,1,3,31,9.85,10.0,2.68,556750.0,4,3131,367.0,0,0,1,0
24609,1190,2352,1,3,3,2,1.95,8.25,4.5,300679.0,2,1162,396.6666666666667,0,1,0,0
24610,2685,4821,3,3,2,44,13.38,5.91,4.98,603282.0,6,2136,383.57142857142856,0,0,0,1
24611,902,1876,3,2,1,24,24.36,6.98,4.98,287243.0,6,974,128.85714285714286,0,0,0,1
24612,400,1077,1,3,1,9,4.03,5.28,6.56,118481.0,2,677,133.33333333333334,0,0,0,1
24613,2262,6882,4,2,0,2,2.74,4.68,2.4,461192.0,8,4620,251.33333333333334,0,0,0,1
24614,2346,6526,3,2,1,5,3.22,7.37,6.09,440329.0,5,4180,391.0,1,0,0,0
24616,1019,3549,2,1,3,19,1.69,9.45,5.03,364334.0,3,2530,254.75,0,0,1,0
24617,1765,4678,1,1,2,40,24.36,6.66,4.99,369250.0,2,2913,588.3333333333334,0,0,0,1
24618,1633,2360,3,3,1,26,7.41,8.53,5.17,557612.0,6,727,233.28571428571428,0,0,0,0
24619,1478,3839,3,3,1,8,10.65,6.952173913043478,5.66,400707.0,5,2361,246.33333333333334,0,0,1,0
24620,2647,6825,4,1,4,16,2.96,4.58,4.98,483658.0,8,4178,294.1111111111111,1,0,0,0
24621,1172,2993,4,2,0,9,22.88,8.09,1.14,277330.0,8,1821,130.22222222222223,0,0,0,1
24622,1990,5818,2,2,1,15,7.63,4.43,6.17,283807.0,4,3828,398.0,1,0,0,0
24623,2516,5647,3,3,0,18,0.28,5.63,1.45,540839.0,5,3131,419.3333333333333,0,0,1,0
24624,2029,5221,3,3,2,6,0.82,8.03,5.07,574150.0,5,3192,338.1666666666667,0,1,0,0
24625,2545,7906,4,2,0,1,5.44,6.81,1.0,651078.0,7,5361,318.125,0,0,0,1
24626,2138,4031,4,2,1,14,4.65,7.47,5.05,528598.0,8,1893,237.55555555555554,0,0,0,0
24627,2058,2640,4,2,0,5,3.84,4.77,8.89,398155.0,7,582,257.25,0,0,0,1
24628,2020,3853,2,2,1,40,1.59,4.59,3.97,445803.0,3,1833,505.0,0,0,0,1
24629,2168,3516,3,2,0,3,4.0,6.68,5.13,651065.0,6,1348,309.7142857142857,0,0,1,0
24630,1569,2346,2,1,0,14,1.31,4.95,4.67,365916.0,3,777,392.25,0,0,0,1
24631,1019,1819,2,2,0,26,0.79,6.46,7.92,279327.0,3,800,254.75,0,0,1,0
24632,2372,4069,5,1,1,9,0.63,4.71,8.33,519480.0,9,1697,237.2,0,0,0,1
24633,2497,8470,4,3,1,8,12.75,5.5,3.37,518605.0,7,5973,312.125,0,0,0,1
24634,1951,5280,3,1,0,28,20.94,10.0,4.74,457932.0,5,3329,325.1666666666667,0,0,0,0
24635,1471,3985,2,2,3,12,4.56,6.952173913043478,4.98,277493.0,3,2514,367.75,0,0,0,1
24636,865,1685,2,3,0,3,1.74,6.952173913043478,4.99,135408.0,3,820,216.25,1,0,0,0
24637,1851,6084,3,1,0,8,24.36,6.952173913043478,3.22,309775.0,6,4233,264.42857142857144,1,0,0,0
24638,991,1265,1,3,1,19,0.22,4.74,3.59,302632.0,2,274,330.3333333333333,0,0,0,1
24639,907,1094,1,2,2,35,2.82,8.9,4.98,200472.0,2,187,302.3333333333333,1,0,0,0
24640,1788,5180,3,3,1,14,24.36,6.952173913043478,2.76,420103.0,6,3392,255.42857142857142,0,0,0,1
24641,1342,2409,3,1,2,9,5.38,6.62,4.8,262081.0,4,1067,268.4,1,0,0,0
24642,2007,5517,3,3,1,11,15.75,6.952173913043478,3.55,465224.0,6,3510,286.7142857142857,0,0,1,0
24643,1704,2540,3,2,0,5,16.09,6.94,4.16,448275.0,5,836,284.0,0,0,0,1
24644,1436,2877,1,2,0,12,5.97,7.22,4.98,228598.0,2,1441,478.6666666666667,0,0,0,1
24645,777,2126,1,3,1,9,1.36,9.92,6.81,266761.0,2,1349,259.0,0,0,0,1
24646,1288,3831,2,1,1,0,8.08,4.4,4.86,190433.0,3,2543,322.0,1,0,0,0
24647,1310,3992,1,2,3,12,0.23,10.0,3.6,374724.0,2,2682,436.6666666666667,0,0,0,1
24648,1065,1628,1,2,2,4,17.51,6.68,3.54,291725.0,2,563,355.0,0,1,0,0
24649,1603,5185,2,3,1,0,8.3,6.81,5.83,256276.0,3,3582,400.75,1,0,0,0
24650,1112,2895,2,3,3,33,24.36,6.952173913043478,5.9,312511.0,3,1783,278.0,0,0,1,0
24651,1702,4070,3,3,2,14,10.01,8.1,6.48,452341.0,5,2368,283.6666666666667,0,0,0,1
24652,1944,5390,4,2,0,71,21.35,9.96,4.46,426657.0,7,3446,243.0,0,0,0,1
24653,1304,2079,1,1,1,36,22.44,6.86,6.36,348387.0,2,775,434.6666666666667,0,0,1,0
24654,2055,4810,4,1,1,47,1.23,7.89,5.42,466525.0,7,2755,256.875,0,0,0,1
24655,983,2784,2,3,1,23,0.2,3.630000000000001,4.98,259548.0,4,1801,196.6,0,0,0,0
24656,1133,1922,2,3,1,19,10.19,6.63,8.5,178845.0,3,789,283.25,0,0,0,1
24657,1732,5363,2,2,1,6,0.68,6.952173913043478,5.78,289637.0,4,3631,346.4,0,0,0,1
24658,2212,7390,3,2,3,17,3.3,6.95,6.05,508965.0,5,5178,368.6666666666667,0,1,0,0
24659,2320,5574,5,2,1,24,4.11,6.952173913043478,7.4,513119.0,9,3254,232.0,0,1,0,0
24660,2767,7437,5,3,0,2,4.32,9.11,5.21,648781.0,8,4670,307.44444444444446,0,0,0,1
24661,1574,2720,3,1,0,17,10.86,7.45,3.65,378085.0,6,1146,224.85714285714286,0,1,0,0
24662,1723,5334,2,3,0,4,0.83,6.24,4.98,232470.0,4,3611,344.6,1,0,0,0
24663,1180,1798,2,1,1,5,11.93,8.53,5.51,298775.0,3,618,295.0,0,0,1,0
24664,1048,3018,1,2,0,65,9.75,5.08,4.88,164040.0,2,1970,349.3333333333333,1,0,0,0
24665,1937,6105,3,2,1,8,0.2,7.32,5.93,532823.0,6,4168,276.7142857142857,0,0,1,0
24666,1334,2255,3,2,0,5,17.54,6.65,4.39,428432.0,6,921,190.57142857142858,0,0,1,0
24667,2539,5390,4,3,1,56,0.58,8.0,2.45,517486.0,8,2851,282.1111111111111,0,0,0,1
24668,923,1510,1,1,0,15,0.94,6.952173913043478,1.55,217958.0,2,587,307.6666666666667,0,0,0,1
24669,2092,6171,4,2,1,22,13.16,7.24,6.66,405707.0,7,4079,261.5,1,0,0,0
24671,1308,4085,2,1,0,1,18.39,6.952173913043478,4.57,377775.0,3,2777,327.0,0,0,1,0
24672,2123,5231,3,1,0,8,4.9,7.65,1.66,423822.0,6,3108,303.2857142857143,0,0,0,1
24673,1394,3185,2,2,1,17,13.99,6.952173913043478,4.84,276147.0,3,1791,348.5,0,0,0,1
24674,1491,2506,2,1,1,52,1.63,7.91,7.2,361686.0,4,1015,298.2,0,0,0,1
24675,1313,2999,1,2,1,5,12.84,7.33,9.08,303343.0,2,1686,437.6666666666667,0,0,0,1
24677,1430,2833,4,3,1,14,2.42,8.63,2.35,360858.0,7,1403,178.75,0,0,0,1
24678,1831,2397,3,1,0,1,15.01,7.5,2.87,456740.0,5,566,305.1666666666667,0,0,0,1
24679,1679,4703,2,2,0,1,8.32,8.27,3.4,319499.0,3,3024,419.75,1,0,0,0
24680,1933,5350,3,3,0,12,0.66,7.19,5.97,396547.0,5,3417,322.1666666666667,0,0,0,1
24681,1431,2107,3,3,0,17,1.87,7.22,3.68,337963.0,5,676,238.5,0,0,0,1
24682,1680,5445,2,1,1,57,4.95,6.952173913043478,5.63,414134.0,3,3765,420.0,0,0,1,0
24683,2036,2921,3,3,0,49,13.55,6.98,5.23,588805.0,6,885,290.85714285714283,0,0,1,0
24684,1282,2032,1,1,1,40,4.11,5.38,5.16,235976.0,2,750,427.3333333333333,1,0,0,0
24685,2454,7390,3,1,1,12,23.87,5.52,1.16,572281.0,4,4936,490.8,0,1,0,0
24686,2511,4708,4,3,2,18,18.64,6.952173913043478,3.61,479966.0,7,2197,313.875,0,0,0,1
24687,2164,7244,4,3,1,4,7.41,6.44,5.43,481357.0,7,5080,270.5,0,0,0,1
24688,1842,3662,2,3,1,35,3.85,6.952173913043478,4.97,340593.0,3,1820,460.5,0,0,1,0
24689,400,1373,1,1,0,19,13.77,7.41,8.32,146375.0,2,973,133.33333333333334,0,0,0,1
24690,2055,3400,3,3,3,10,24.36,9.52,7.57,553735.0,5,1345,342.5,0,0,1,0
24691,1565,3160,3,1,2,1,11.76,5.39,1.0,390458.0,4,1595,313.0,0,0,1,0
24692,1652,2749,1,3,2,4,8.09,6.952173913043478,3.14,360984.0,2,1097,550.6666666666666,0,0,0,1
24693,662,1980,1,2,2,3,6.09,8.85,3.3,244948.0,2,1318,220.66666666666666,0,0,1,0
24694,2096,5560,5,2,1,31,2.56,8.69,5.05,594576.0,9,3464,209.6,0,0,1,0
24695,931,2895,1,2,2,2,21.24,6.11,1.26,241478.0,2,1964,310.3333333333333,0,0,1,0
24696,1871,4946,2,1,3,57,19.04,5.25,7.14,293624.0,3,3075,467.75,1,0,0,0
24697,2343,3926,4,2,0,19,5.39,3.630000000000001,6.12,511870.0,7,1583,292.875,0,1,0,0
24698,1518,2602,3,3,3,12,10.88,6.67,4.77,377716.0,5,1084,253.0,0,0,0,1
24699,2530,4313,4,3,0,1,18.87,6.61,5.62,630193.0,8,1783,281.1111111111111,0,0,0,1
24700,1352,1720,2,3,1,6,24.36,4.54,4.89,318422.0,4,368,270.4,0,0,1,0
24701,2160,6144,4,3,1,19,24.36,6.952173913043478,4.81,479927.0,7,3984,270.0,0,1,0,0
24702,1017,1621,1,1,3,1,24.36,3.630000000000001,4.5,191401.0,2,604,339.0,0,0,0,1
24703,2419,6729,4,3,0,1,3.54,6.33,7.87,540785.0,7,4310,302.375,0,0,0,1
24704,2326,3644,4,3,1,65,4.04,8.3,4.98,445291.0,8,1318,258.44444444444446,1,0,0,0
24705,2081,4239,4,2,1,34,2.51,6.952173913043478,2.98,608774.0,8,2158,231.22222222222223,0,0,1,0
24706,1564,3630,2,2,2,24,24.36,6.952173913043478,4.35,366238.0,4,2066,312.8,0,0,0,1
24707,959,3179,3,1,2,24,4.02,7.43,5.28,300914.0,5,2220,159.83333333333334,0,0,0,1
24708,1566,4120,3,1,1,12,9.86,7.5,5.78,374519.0,5,2554,261.0,0,0,0,1
24709,2466,6782,4,2,1,14,11.96,10.0,2.97,573778.0,8,4316,274.0,0,0,0,1
24710,1878,4100,4,3,1,1,20.32,3.64,8.36,513398.0,7,2222,234.75,0,0,1,0
24711,868,1176,2,3,0,1,2.08,3.630000000000001,3.69,205009.0,3,308,217.0,0,0,0,1
24712,1125,3672,1,2,1,12,5.11,6.952173913043478,4.37,216343.0,2,2547,375.0,0,0,0,1
24714,2093,6679,4,1,1,15,10.12,7.94,3.27,460024.0,6,4586,299.0,0,1,0,0
24715,1060,2566,1,2,1,8,24.36,3.64,4.36,229282.0,2,1506,353.3333333333333,0,0,0,1
24716,741,890,1,3,0,9,2.57,6.952173913043478,6.09,145146.0,2,149,247.0,0,0,0,1
24717,1425,2624,3,2,0,4,6.66,6.48,7.22,385971.0,6,1199,203.57142857142858,0,1,0,0
24718,689,1970,1,3,1,9,1.55,7.52,2.53,139341.0,2,1281,229.66666666666666,1,0,0,0
24719,1706,5263,2,1,1,36,3.52,7.35,6.43,455634.0,3,3557,426.5,0,0,0,1
24720,3271,3977,4,3,0,16,6.02,6.952173913043478,4.98,596153.0,8,706,363.44444444444446,1,0,0,0
24721,842,2029,3,2,1,26,5.28,6.952173913043478,6.32,248904.0,6,1187,120.28571428571429,0,0,0,1
24722,1688,5219,4,1,1,9,23.67,5.28,5.24,438123.0,7,3531,211.0,0,1,0,0
24723,2587,6672,5,1,0,27,4.45,7.68,4.98,721586.0,10,4085,235.1818181818182,0,0,1,0
24724,2249,5490,2,3,2,5,18.77,6.952173913043478,5.13,591320.0,4,3241,449.8,0,0,1,0
24725,1711,4753,2,2,1,4,23.94,5.7,5.38,337610.0,3,3042,427.75,1,0,0,0
24726,1712,5411,3,2,2,4,9.45,9.83,4.98,415341.0,6,3699,244.57142857142858,0,1,0,0
24727,1106,1810,2,2,2,1,0.53,5.84,5.51,366470.0,4,704,221.2,0,0,1,0
24728,1639,4487,3,3,1,26,8.95,6.58,2.47,398826.0,5,2848,273.1666666666667,0,0,0,1
24729,1946,6046,2,3,1,1,7.13,6.98,5.98,406180.0,3,4100,486.5,0,1,0,0
24730,2463,8270,5,2,0,49,0.94,5.25,5.88,710193.0,9,5807,246.3,0,0,0,0
24731,1428,4495,4,1,1,12,3.49,5.92,1.0,473246.0,6,3067,204.0,0,0,1,0
24732,1686,5080,3,1,1,15,8.87,5.0,2.89,460472.0,6,3394,240.85714285714286,0,0,0,1
24733,1230,3869,2,1,0,12,3.9,6.26,2.42,383630.0,3,2639,307.5,0,0,0,0
24734,1935,6452,4,2,0,0,4.63,8.5,5.86,531140.0,7,4517,241.875,0,1,0,0
24735,2270,3946,4,1,1,19,3.7,7.82,6.69,600029.0,8,1676,252.22222222222223,0,0,1,0
24736,2178,3788,5,2,1,26,7.6,6.75,1.0,496763.0,9,1610,217.8,0,0,0,1
24737,1098,3357,2,3,2,4,1.0,6.952173913043478,1.0,347916.0,4,2259,219.6,0,1,0,0
24738,1888,4872,5,2,2,20,0.2,4.86,1.83,323031.0,9,2984,188.8,1,0,0,0
24739,1394,1835,2,2,1,7,2.45,7.7,4.44,305543.0,3,441,348.5,0,0,0,1
24740,2407,3689,4,2,1,6,24.36,6.56,4.68,505647.0,8,1282,267.44444444444446,0,0,0,1
24741,1703,4862,3,2,0,0,0.53,6.85,6.35,421701.0,6,3159,243.28571428571428,0,0,0,1
24742,888,2731,1,1,2,1,2.19,6.952173913043478,4.95,265698.0,2,1843,296.0,1,0,0,0
24743,1668,4786,3,2,1,13,1.46,6.952173913043478,1.66,323794.0,5,3118,278.0,1,0,0,0
24744,2075,4222,3,1,1,10,18.51,6.952173913043478,4.98,398870.0,4,2147,415.0,0,0,1,0
24745,1946,3948,3,3,1,18,17.3,6.88,5.23,435097.0,6,2002,278.0,0,0,0,1
24746,1493,3177,2,1,1,3,2.29,5.04,6.62,346517.0,3,1684,373.25,0,0,1,0
24747,1449,3763,3,2,2,24,8.05,8.15,2.55,431198.0,5,2314,241.5,0,1,0,0
24748,1207,3756,1,3,2,8,7.99,7.54,5.48,259801.0,2,2549,402.3333333333333,0,0,0,1
24749,1563,3386,3,1,0,32,21.45,6.07,7.1,402685.0,6,1823,223.28571428571428,0,0,0,1
24750,1287,4291,2,1,1,58,3.3,7.88,4.98,255039.0,3,3004,321.75,0,0,0,1
24751,2382,4695,5,2,0,73,2.41,5.53,4.69,499197.0,8,2313,264.6666666666667,0,0,0,1
24752,1259,4399,1,2,1,12,3.29,6.37,3.06,242388.0,2,3140,419.6666666666667,1,0,0,0
24753,1873,4763,3,1,1,41,3.01,9.23,7.98,473719.0,4,2890,374.6,0,0,1,0
24754,1833,2827,3,3,0,76,5.8,9.38,4.6,487718.0,6,994,261.85714285714283,0,0,1,0
24755,2367,7208,4,2,1,17,2.72,6.952173913043478,6.67,379933.0,7,4841,295.875,1,0,0,0
24756,2454,5330,4,3,0,34,24.36,6.952173913043478,2.66,478378.0,6,2876,350.57142857142856,0,0,1,0
24757,2218,3131,4,3,1,15,1.0,9.89,2.28,674465.0,8,913,246.44444444444446,0,0,1,0
24758,2012,3367,2,3,1,22,2.66,6.952173913043478,1.0,382650.0,3,1355,503.0,1,0,0,0
24759,1171,1648,2,3,4,54,1.79,4.35,7.4,126034.0,3,477,292.75,1,0,0,0
24760,1159,3505,1,2,1,52,7.91,6.8,7.04,172732.0,2,2346,386.3333333333333,1,0,0,0
24761,1293,1658,2,3,3,16,24.36,6.952173913043478,6.21,286936.0,3,365,323.25,0,0,0,1
24762,2251,7656,4,3,0,4,0.95,4.21,7.36,491333.0,7,5405,281.375,0,0,1,0
24763,1844,4365,4,2,4,3,1.72,6.952173913043478,4.22,503484.0,7,2521,230.5,0,0,0,1
24764,2321,6578,3,1,0,22,1.03,10.0,5.7,534930.0,5,4257,386.8333333333333,0,0,0,1
24765,2402,2996,5,3,0,22,6.36,8.98,4.98,623634.0,9,594,240.2,0,0,0,1
24766,1364,4638,3,1,1,0,0.42,5.52,7.29,406680.0,5,3274,227.33333333333334,0,1,0,0
24767,1819,3908,3,2,0,10,4.23,9.04,3.57,508625.0,6,2089,259.85714285714283,0,0,1,0
24768,1792,6167,2,2,1,36,8.12,6.952173913043478,3.05,392716.0,3,4375,448.0,0,0,1,0
24769,1603,4694,4,2,0,1,0.33,7.84,3.34,406575.0,7,3091,200.375,0,0,0,1
24770,1479,1848,3,2,1,5,0.88,6.952173913043478,3.33,363766.0,5,369,246.5,0,0,0,1
24771,2511,7383,5,2,2,80,9.37,8.06,6.67,378092.0,9,4872,251.1,1,0,0,0
24772,1831,4810,3,3,0,25,0.73,6.952173913043478,4.63,508832.0,5,2979,305.1666666666667,0,0,0,0
24773,1808,2384,3,1,0,1,2.51,5.03,6.43,253166.0,5,576,301.3333333333333,1,0,0,0
24774,1318,2527,2,2,2,8,2.86,6.952173913043478,2.01,395865.0,4,1209,263.6,0,0,0,0
24775,2205,7470,5,2,0,12,1.29,8.25,6.65,705282.0,10,5265,200.45454545454547,0,1,0,0
24776,1197,3097,3,3,3,34,4.63,6.61,4.98,314326.0,6,1900,171.0,0,0,0,1
24777,2073,5292,3,2,0,15,3.41,5.73,1.8,385531.0,4,3219,414.6,1,0,0,0
24778,2089,6488,3,1,2,51,0.2,9.06,4.98,542469.0,6,4399,298.42857142857144,0,0,0,1
24780,1991,5831,4,2,1,0,4.77,7.64,7.58,602038.0,7,3840,248.875,0,0,1,0
24781,1911,5280,2,2,4,7,4.66,3.630000000000001,3.15,438131.0,3,3369,477.75,0,0,1,0
24782,1776,5342,3,3,0,8,2.82,4.27,3.53,392669.0,5,3566,296.0,0,0,0,1
24783,1808,4234,5,2,0,23,6.04,7.41,5.9,502117.0,10,2426,164.36363636363637,0,0,1,0
24784,1837,5226,3,2,2,12,2.26,9.05,5.29,425251.0,5,3389,306.1666666666667,0,0,0,1
24785,1878,4714,3,3,0,21,3.9,6.952173913043478,4.26,437240.0,6,2836,268.2857142857143,0,0,0,1
24786,1836,4809,3,3,1,65,24.36,5.21,7.95,335541.0,5,2973,306.0,0,0,1,0
24787,1138,3335,2,2,1,4,11.56,7.68,3.47,321778.0,4,2197,227.6,0,0,0,0
24788,1709,4512,3,3,0,45,7.92,8.17,4.28,428918.0,5,2803,284.8333333333333,0,0,1,0
24789,1959,6779,4,1,0,3,1.26,7.19,3.59,456019.0,8,4820,217.66666666666666,0,0,0,1
24790,1858,4581,4,3,0,24,1.95,6.952173913043478,6.88,351920.0,7,2723,232.25,1,0,0,0
24791,2372,6267,3,2,0,1,6.53,6.952173913043478,4.9,501049.0,6,3895,338.85714285714283,1,0,0,0
24792,2172,5247,4,1,1,10,1.19,8.73,2.91,451838.0,8,3075,241.33333333333334,1,0,0,0
24793,1278,2701,2,1,4,55,1.41,6.952173913043478,4.68,240137.0,3,1423,319.5,0,0,0,1
24794,1700,5557,2,1,0,43,1.6,6.61,6.0,338060.0,3,3857,425.0,0,0,0,1
24795,1613,5044,3,2,2,53,13.71,8.98,6.01,310243.0,5,3431,268.8333333333333,0,1,0,0
24796,1797,2959,3,3,2,15,4.91,6.1,1.92,470551.0,5,1162,299.5,0,0,0,1
24797,1798,3823,3,3,1,34,5.27,6.952173913043478,6.95,427882.0,5,2025,299.6666666666667,0,0,0,1
24798,2167,5710,4,3,0,0,20.02,6.66,4.98,565715.0,7,3543,270.875,0,0,1,0
24799,1906,2341,3,1,1,26,18.64,5.1,3.5,516641.0,5,435,317.6666666666667,0,1,0,0
24800,2538,6829,4,3,1,19,5.03,9.16,4.51,594351.0,8,4291,282.0,0,0,0,1
24801,1945,4425,5,2,0,15,1.78,3.81,2.94,579301.0,9,2480,194.5,0,0,1,0
24803,1520,2609,3,2,0,25,18.12,3.67,4.45,247348.0,5,1089,253.33333333333334,1,0,0,0
24804,2162,3136,3,1,1,28,24.36,10.0,3.52,522184.0,5,974,360.3333333333333,0,0,0,0
24805,831,2350,1,1,0,21,0.96,8.68,4.98,248879.0,2,1519,277.0,0,0,0,0
24806,992,3188,1,3,0,32,0.26,5.45,3.08,187401.0,2,2196,330.6666666666667,0,0,0,1
24807,1806,5429,3,3,2,6,3.83,6.54,8.45,597060.0,6,3623,258.0,0,1,0,0
24808,2371,7686,4,3,3,0,14.7,7.41,2.99,669795.0,7,5315,296.375,0,0,1,0
24809,2584,4874,4,2,3,9,15.48,7.43,6.14,526830.0,7,2290,323.0,0,0,0,1
24810,1670,5785,3,2,0,43,0.47,3.74,3.24,414548.0,6,4115,238.57142857142858,0,0,0,1
24812,1843,2710,3,3,0,7,0.29,3.630000000000001,4.98,442247.0,6,867,263.2857142857143,0,0,1,0
24813,881,1641,2,2,2,20,15.44,6.27,9.2,242579.0,3,760,220.25,0,0,0,1
24814,1795,2491,3,3,1,32,7.35,6.24,6.45,332038.0,5,696,299.1666666666667,0,0,0,1
24815,1429,3745,3,1,0,11,8.84,10.0,4.26,265932.0,5,2316,238.16666666666666,1,0,0,0
24816,2351,6973,4,3,0,3,0.3,6.17,6.91,601366.0,7,4622,293.875,0,0,1,0
24817,1785,2715,2,3,0,2,3.79,8.82,5.52,473083.0,4,930,357.0,0,0,1,0
24818,1033,3459,3,1,0,26,24.36,6.82,6.13,165062.0,5,2426,172.16666666666666,1,0,0,0
24819,900,1817,2,3,1,5,2.71,6.952173913043478,4.98,236576.0,3,917,225.0,1,0,0,0
24820,1787,4855,2,3,2,0,5.79,6.952173913043478,1.0,492190.0,3,3068,446.75,0,0,1,0
24821,400,1396,1,2,1,6,11.03,3.630000000000001,2.59,113447.0,2,996,133.33333333333334,0,0,0,1
24822,1489,4614,2,3,2,12,2.34,5.62,1.88,339378.0,3,3125,372.25,0,0,1,0
24823,1939,3310,4,1,2,11,1.09,8.1,4.88,636441.0,7,1371,242.375,0,0,1,0
24824,1166,3625,2,1,1,24,19.37,5.61,3.71,271500.0,3,2459,291.5,1,0,0,0
24825,2396,3623,4,2,2,22,9.28,7.73,3.82,425684.0,7,1227,299.5,1,0,0,0
24826,2515,4709,5,1,1,12,3.43,6.952173913043478,6.77,539689.0,9,2194,251.5,0,0,0,1
24827,1190,3516,3,2,0,9,2.85,6.952173913043478,4.98,356084.0,5,2326,198.33333333333334,0,0,1,0
24828,1621,5031,2,2,1,2,15.62,9.99,3.6,339776.0,4,3410,324.2,1,0,0,0
24829,2397,6052,4,2,2,4,14.75,8.18,7.42,431657.0,7,3655,299.625,1,0,0,0
24830,1799,3875,4,1,2,0,3.9,6.24,4.98,536178.0,7,2076,224.875,0,0,0,1
24831,963,1619,1,1,2,21,12.43,8.41,4.98,282839.0,2,656,321.0,0,0,1,0
24832,1714,3633,4,3,0,11,15.8,8.45,3.19,479157.0,8,1919,190.44444444444446,0,0,0,1
24833,1288,3301,2,1,0,50,3.17,10.0,1.0,295062.0,3,2013,322.0,0,0,0,1
24834,2465,6622,3,1,1,20,2.11,4.51,4.71,586051.0,4,4157,493.0,0,0,0,1
24835,2164,6965,5,2,0,17,20.28,6.952173913043478,3.2,677929.0,9,4801,216.4,0,0,0,0
24836,1612,2689,2,3,2,35,3.95,4.26,6.9,261625.0,3,1077,403.0,1,0,0,0
24837,1885,3025,3,3,0,17,1.75,5.58,7.61,361131.0,5,1140,314.1666666666667,0,0,0,1
24838,1015,1923,1,1,4,24,17.38,8.81,5.39,282708.0,2,908,338.3333333333333,0,0,0,0
24839,1348,2307,3,3,0,38,5.79,4.14,1.83,308812.0,5,959,224.66666666666666,0,1,0,0
24840,2732,6981,5,3,0,33,24.36,10.0,4.12,723932.0,9,4249,273.2,0,0,1,0
24841,1832,6271,3,2,0,28,2.15,8.03,2.84,536043.0,5,4439,305.3333333333333,0,0,1,0
24842,2358,6267,4,3,0,43,6.99,7.31,3.62,515447.0,7,3909,294.75,0,0,0,1
24843,1939,3622,3,3,0,80,14.19,8.04,8.49,356495.0,5,1683,323.1666666666667,0,0,1,0
24844,2589,8771,5,3,0,4,7.7,4.34,5.0,491660.0,9,6182,258.9,1,0,0,0
24845,601,1919,1,3,0,7,8.74,6.952173913043478,6.12,216998.0,2,1318,200.33333333333334,0,0,0,0
24846,1687,2356,4,1,1,3,7.4,7.22,5.32,450900.0,8,669,187.44444444444446,0,0,0,1
24847,2787,6984,5,1,2,69,1.04,8.68,1.8,476574.0,9,4197,278.7,1,0,0,0
24848,2374,3492,3,2,0,22,2.53,9.57,4.98,515523.0,5,1118,395.6666666666667,0,0,0,1
24849,2595,4008,5,2,3,5,9.45,5.18,4.53,668263.0,9,1413,259.5,0,0,1,0
24850,1796,4228,3,3,0,21,0.98,6.25,4.98,306378.0,5,2432,299.3333333333333,1,0,0,0
24851,1478,2972,2,3,3,3,21.38,6.952173913043478,5.43,306910.0,4,1494,295.6,0,0,0,1
24852,1184,3577,2,3,1,56,6.91,6.952173913043478,7.13,198188.0,3,2393,296.0,0,1,0,0
